ITEMID	LEGISLAT	CATEG	SCRUTIN	PAGE	POUR	CONTRE	TITLE
1002	1	"Investiture"	2	67	240	21	"Bidault"
1005	1	"Other"	12	285	527	55	"Budget, passage"
1006	1	"Other"	14	334	152	434	"Budget, Marin amd., war damage"
1008	1	"Other"	21	84	32	540	"Ramadier cabinet, o.j.,O'Cottereau-Laniel"
1010	1	"Other"	37	297	238	176	"Drome elections,invalidation"
1011	1	"Confidence"	45	417	518	58	"o.j., economic policy"
1013	1	"Random"	67	961	389	181	"Viollette:investigate events 1933-45, committee referral"
1015	1	"Confidence"	101	1473	360	186	"o.j., Communist ministers"
1016	1	"Other"	102	1577	197	410	"o.j., Duclos, Madagascar"
1017	1	"Other"	103	1578	363	38	"o.j., Pleven-Queuille,Madagascar"
1019	1	"Other"	124	2212	133	437	"Pleven: strike regulation., urgency"
1020	1	"Random"	131	2409	129	461	"Ribeyre: Eco. & Financial resources"
1021	1	"Confidence"	158	2768	331	247	"o.j. Ramadier"
1022	1	"Random"	218	3814	184	409	"Villon: military credits,provisional"
1023	1	"Other"	244	4207	113	465	"Statute for Algeria (adjournment: Cudene…)"
1024	1	"Confidence"	245	4249	404	184	"Municipal elections"
1025	1	"Other"	277	4561	315	277	"Statute for Algeria (consid. of govt. proj.)"
1026	1	"Other"	302	4745	280	304	"Algerian statute (1st college), Giacobbi"
1028	1	"Other"	305	4749	320	88	"Algerian statute:passage"
1029	1	"Other"	313	4829	323	85	"Algerian statute:2d reading, passage"
1030	1	"Other"	314	4861	312	97	"Mines, subsidy"
1031	1	"Confidence"	315	4876	292	243	"Coal"
1032	1	"Confidence"	316	4989	300	280	"Ramadier., cabinet after reorg."
1033	1	"Investiture"	323	5120	300	277	"Blum"
1034	1	"Investiture"	324	5129	412	184	"Schuman"
1035	1	"Confidence"	326	5209	322	186	"Schuman, comp. of cabinet"
1036	1	"Random"	342	5366	404	184	"Defense of Republic, art. 2"
1037	1	"Other"	367	5501	401	186	"Strike law, entire bill"
1038	1	"Random"	387	5745	182	409	"Parisian transports, Demusois amend.,art.11"
1039	1	"Random"	391	5750	277	287	"Parisian transports, Benoist amend., art.14"
1040	1	"Random"	432	6190	82	323	"Anti-inflation law, Mallez & Ribeyre"
1041	1	"Other"	458	6224	298	269	"Anti-inflation law, entirety"
1042	1	"Other"	520	11	183	346	"Anti-inflation law:Duclos, prev.question"
1043	1	"Confidence"	527	98	308	272	"Schuman, anti-inflation bill, amend."
1044	1	"Confidence"	528	99	306	273	"Schuman, anti-inflation bill, amend."
1045	1	"Confidence"	529	101	308	271	"Schuman, anti-inflation bill, amend."
1046	1	"Confidence"	531	103	308	269	"Schuman, anti-inflation bill, amend."
1047	1	"Confidence"	535	109	307	274	"Schuman, anti-inflation bill, amend."
1048	1	"Other"	537	111	309	263	"Anti-inflation'bill, passage"
1049	1	"Other"	541	187	383	182	"Minutes, 14 Jan"
1050	1	"Other"	555	316	309	289	"5000-franc bills"
1051	1	"Other"	558	338	308	242	"Regulation of exchange rates"
1052	1	"Confidence"	626	1038	291	268	"5000-franc bills"
1053	1	"Other"	640	1276	285	303	"Special levy:include in agenda"
1054	1	"Other"	649	1450	285	301	"Special levy: abrogation of low"
1055	1	"Other"	651	1485	290	304	"Special levy:Viollette amend."
1056	1	"Other"	671	1571	309	254	"Special levy:passage"
1057	1	"Other"	683	1690	415	183	"Lowering cost of living, Bidault, o.j."
1058	1	"Other"	725	2057	318	277	"Colliery schools, postpone debate"
1059	1	"Random"	737	2294	264	183	"Tax revision (amenagements fiscaux)art. 52"
1060	1	"Random"	751	2460	397	188	"May 8 as holiday: sent to committee"
1061	1	"Other"	776	2695	299	296	"Colliery schools"
1062	1	"Other"	783	2704	298	292	"Colliery schools"
1063	1	"Other"	789	2712	297	267	"Colliery schools law, passage"
1064	1	"Other"	799	2960	183	321	"Mayer levy, o.j."
1065	1	"Confidence"	804	3091	402	183	"Civil servants"
1066	1	"Other"	815	3199	353	185	"Civil servants, passage"
1067	1	"Random"	824	3313	410	183	"Discussion date: agenda & veterans budget"
1068	1	"Other"	830	3423	414	183	"Poinso-Chapuis, refer to committee, P.C.F."
1069	1	"Other"	831	3425	192	405	"Poinso-Chapuis, abrogation"
1070	1	"Other"	838	3609	183	408	"London agreements, o.j. P.C.F."
1071	1	"Other"	839	3611	296	287	"London agreements, o.j., Scherer"
1072	1	"Other"	840	3612	297	289	"London agreements, text"
1073	1	"Other"	893	4404	341	184	"Marshall Plan"
1074	1	"Other"	898	4432	276	177	"Military credits, Capdeville amend."
1075	1	"Other"	900	4450	183	407	"Military credits, Capdeville amend.,P.C.F."
1076	1	"Confidence"	949	4861	297	214	"Capdeville amendment"
1077	1	"Investiture"	950	4909	352	190	"Marie"
1078	1	"Other"	951	4947	330	191	"Marie govt., postpone interpellation"
1079	1	"Other"	954	4994	183	405	"Billoux ordinance abrogation"
1080	1	"Other"	958	5084	183	406	"Public health: P.C.F. amendment"
1081	1	"Random"	959	5085	279	309	"Public Health Cordonnier amend."
1082	1	"Other"	971	5269	288	286	"Not to adjourn before Indo-China debate"
1083	1	"Random"	986	5601	83	306	"Eco. and financial recovery, Triboulet amend."
1084	1	"Other"	992	5609	187	386	"Eco. and financial recovery, q. pr."
1085	1	"Other"	1012	5705	325	215	"Eco. and financial recovery, entire bill"
1086	1	"Random"	1022	5800	324	238	"Senators, election"
1087	1	"Other"	1039	5838	335	209	"Eco. and financial recovery, entire bill"
1088	1	"Other"	1044	5885	183	404	"Raise number coopted Senators to 50"
1089	1	"Random"	1047	5889	184	368	"Senators, art. 1, Pronteau amend."
1090	1	"Other"	1048	5943	243	127	"Cantonal elections, Fonlupt-E. bill"
1091	1	"Random"	1074	5978	93	144	"Senators, art. 56, Rabier amend."
1092	1	"Other"	1080	6016	344	185	"Postpone interpellations on Indo-China"
1093	1	"Other"	1097	6159	162	211	"Cantonal elections: Barrachin o. pr."
1094	1	"Other"	1098	6177	187	363	"Cantonal elections: Dreyfus-Schmidt bill"
1095	1	"Other"	1099	6178	163	211	"Cantonal elections: Raulin bill"
1096	1	"Other"	1101	6181	262	234	"Cantonal elections: Fonlupt-E. bill, art. I"
1097	1	"Other"	1112	6237	208	166	"Cantonal elections: entire bill"
1098	1	"Investiture"	1143	6432	322	185	"Schuman"
1099	1	"Confidence"	1144	6468	289	295	"Schuman, comp. of 2d cabinet"
1100	1	"Investiture"	1145	6505	351	196	"Queuille"
1101	1	"Other"	1146	6536	340	227	"Postpone interpellation on govt. policy"
1102	1	"Other"	1172	6729	291	251	"Tax bill"
1103	1	"Other"	1176	6768	415	174	"Senate: complete renewal"
1104	1	"Other"	1191	6877	291	286	"Cantonal elections(1949), urgency"
1105	1	"Other"	1194	6881	294	281	"Cantonal elections, March 1949"
1106	1	"Other"	1199	6915	287	269	"Tax increase; after Senate"
1107	1	"Other"	1201	6930	274	299	"Cantonal elections, postpone, after Senate"
1108	1	"Other"	1210	7206	164	316	"Investigation of PCF and Populaire,o.j. PCF"
1109	1	"Other"	1211	7207	180	373	"RPI-PCF investigation proposal, o.j."
1110	1	"Confidence"	1212	7209	338	212	"Investigations: majority o.j."
1111	1	"Other"	1221	7383	181	420	"Ruhr: o.j. PCF"
1112	1	"Other"	1222	7385	61	320	"Ruhr: o.j. Capitant"
1113	1	"Other"	1223	7386	411	182	"Ruhr: against Anglo-American policy"
1114	1	"Other"	1224	7387	371	182	"Ruhr:o.j., passage"
1115	1	"Other"	1251	7559	226	363	"Financial bill: budget procedure"
1116	1	"Other"	1253	7562	341	229	"Financial bill:adoption"
1117	1	"Random"	1276	7743	239	344	"Bill on credit-rentiers, Auguet amend."
1118	1	"Confidence"	1280	7972	299	245	"Budget"
1119	1	"Confidence"	1282	7974	299	246	"Budget"
1120	1	"Other"	1285	7978	271	302	"Budget: amend. (war damages), Crouzier"
1121	1	"Other"	1300	7998	323	261	"Budget: entirety"
1122	1	"Other"	1308	8100	274	306	"Budget: postpone study of fiscal reform"
1123	1	"Other"	1324	8358	324	245	"Budget, after Senate"
1124	1	"Random"	1340	8379	288	71	"Military budget, provisional 12th"
1125	1	"Random"	1351	156	335	147	"Gasoline tax"
1126	1	"Random"	1363	215	408	182	"Imprisoned miners (interpellation)"
1127	1	"Other"	1369	331	184	385	"URR against Marie (ec. coll.), o.j."
1128	1	"Other"	1370	332	195	370	"Capitant against Marie, o.j."
1129	1	"Other"	1371	334	368	205	"Delcos against Marie, o.j."
1132	1	"Other"	1382	444	183	374	"URR against Marie, o.j."
1133	1	"Other"	1383	446	227	335	"Legendre against Marie, o.j."
1134	1	"Other"	1384	447	326	219	"Delcos against Marie"
1136	1	"Other"	1399	616	392	183	"Postpone interpellations on Lecourt appt"
1137	1	"Other"	1415	728	182	419	"Miners' vote: P.R."
1138	1	"Random"	1444	847	182	406	"Renewal of overseas conseils genera"
1139	1	"Random"	1448	852	233	359	"Agenda: date for Indo-China debate"
1140	1	"Other"	1452	926	52	503	"Terrenoire re prosecution of P.C."
1141	1	"Other"	1453	927	380	182	"Majority, prosecution of P.C."
1142	1	"Other"	1467	1249	362	184	"Budget (balanced)"
1143	1	"Random"	1468	1287	186	376	"Election of miners' delegates (2d read)"
1144	1	"Other"	1502	1600	378	193	"Interpellations, Bao Dai accords, territorial assembly"
1145	1	"Other"	1507	1618	339	201	"Indo-China, entire bill, after Senate"
1146	1	"Other"	1508	1664	196	391	"Censure, m. pr. PCF"
1147	1	"Other"	1509	1665	228	350	"Censure, Capitant motion"
1148	1	"Other"	1510	1667	370	183	"Postpone PCF censure"
1149	1	"Random"	1511	1684	181	367	"Valid. of elect. of Haute-Volta"
1150	1	"Other"	1533	2068	353	42	"Interpellation Barrachin, postpone (new election law)"
1152	1	"Random"	1584	2744	100	427	"Workers' accidents in agriculture"
1153	1	"Random"	1591	2809	376	208	"Proj. Cochinchine, art.2"
1154	1	"Other"	1594	2813	352	208	"Cochin-China statute, entirety"
1155	1	"Other"	1602	2927	324	268	"Two-price system for gasoline"
1156	1	"Random"	1614	3040	231	186	"New resources, art. 11"
1157	1	"Other"	1616	3091	284	300	"Gasoline: single price"
1158	1	"Other"	1618	3094	325	270	"Gasoline: two-price system, after Senate"
1159	1	"Other"	1630	3161	322	211	"Tax increase, entire bill"
1160	1	"Other"	1634	3167	363	217	"Entire bill concerning Cochin-China (after Senate)"
1161	1	"Other"	1654	3381	335	231	"Interpellation on RPF resp., o.j., maj."
1162	1	"Other"	1679	3646	190	190	"Thorez, removal of immunity"
1163	1	"Other"	1690	3797	182	423	"Aircraft construction, Tillon, m. pr."
1164	1	"Other"	1718	3982	275	153	"Aircraft Construction"
1165	1	"Random"	1733	4087	336	210	"Eco. and financial law, entire bill, 2d read."
1166	1	"Other"	1754	4276	302	299	"Adjourn:Malagasy deputies"
1167	1	"Other"	1755	4277	275	295	"Minutes of session of 5 July"
1168	1	"Other"	1774	4343	371	182	"Censure of Assembly secretaries, re ministers' votes"
1169	1	"Other"	1780	4432	265	301	"Immunities, Fonlupt-E. bill"
1170	1	"Other"	1785	4467	319	235	"Parliamentary immunities, PCF bill"
1171	1	"Other"	1790	4513	419	182	"Council of Europe"
1172	1	"Other"	1811	4725	293	264	"Social security:o.j., Gazier, Viatte, Masson"
1173	1	"Other"	1847	5103	186	407	"Atlantic Pact, Billoux bill"
1174	1	"Other"	1868	5361	182	403	"Atlantic Pact, m. pr., Malleret-Joinvill"
1175	1	"Other"	1869	5362	399	169	"Atlantic Pact, ratification"
1176	1	"Other"	1870	5364	55	330	"Atlantic Pact, Michelet amend."
1177	1	"Other"	1873	5413	470	116	"Price of wheat, urgency"
1178	1	"Other"	1881	5477	297	113	"Price differential of wheat"
1179	1	"Other"	1891	5530	289	286	"Vacation pay"
1180	1	"Other"	1893	5567	311	221	"Parliamentary immunities, after Senate"
1181	1	"Other"	1899	5601	401	182	"Family allowances, indep. workers"
1183	1	"Other"	1916	5824	251	318	"Duclos: request for public ballot on Moch investituture"
1184	1	"Investiture"	1917	5825	311	223	"Moch"
1185	1	"Other"	1919	5879	268	137	"LeTroquer motion"
1186	1	"Investiture"	1920	5909	341	183	"Mayer"
1187	1	"Investiture"	1921	5951	367	183	"Bidault"
1188	1	"Other"	1942	6394	325	249	"Germany:o.j. Scherer"
1189	1	"Random"	1949	6481	183	394	"Pol. crimes in Algeria, amnesty"
1190	1	"Random"	1965	6567	267	322	"Bank emission of Madagascar, counterbill"
1191	1	"Other"	1986	6718	299	293	"Military retirement policy, Deveny"
1192	1	"Confidence"	2031	7238	303	297	"Budget"
1193	1	"Other"	2046	7296	302	278	"Civil. and military credits"
1194	1	"Other"	2065	7452	292	305	"Finance law: investment credits, lettre rectificative"
1195	1	"Confidence"	2093	7631	305	287	"Production tax"
1196	1	"Confidence"	2094	7632	306	288	"Corporation tax"
1197	1	"Other"	2097	7646	300	298	"Surtax ' on large farm holdings. Tanguy-Prigent"
1198	1	"Confidence"	2111	19	360	296	"Finances:tax on road transport.,Prigent amend."
1199	1	"Confidence"	2112	21	304	291	"Finances: balance of budget"
1200	1	"Confidence"	2113	22	305	284	"Finances, entire bill"
1201	1	"Other"	2148	187	327	185	"Collective bargaining"
1202	1	"Other"	2150	319	210	345	"Mast-Revers affair: o.j. Duclos-Rivet"
1203	1	"Other"	2151	320	351	248	"M.R. affair, o.j. Chambeiron, (no addition to maj. o.j.)"
1204	1	"Other"	2153	323	349	206	"M.R. affair, o.j. Juglas-Monte-T---Minjoz"
1205	1	"Other"	2180	731	396	193	"France-Vietnam agreements"
1206	1	"Confidence"	2192	823	299	292	"Production tax increase"
1207	1	"Confidence"	2193	825	299	293	"Undistributed profits tax"
1208	1	"Confidence"	2194	826	294	291	"Tax, petrol products"
1209	1	"Confidence"	2195	828	293	293	"Simonnet amend."
1210	1	"Other"	2196	851	301	296	"Civil expends: Abelin amend., priority"
1211	1	"Other"	2197	853	306	108	"Civil expends: Abelin amend."
1212	1	"Confidence"	2198	854	301	284	"Budget, entirety"
1213	1	"Random"	2203	916	192	413	"Collective bargaining, art. 1"
1214	1	"Confidence"	2218	1063	230	186	"Menthon, o.j. reorganized cabinet"
1215	1	"Other"	2227	1181	405	200	"French West Africa, postpone invest."
1217	1	"Confidence"	2310	1963	393	186	"Sabotage U.S. mil. aid"
1218	1	"Other"	2314	2042	179	419	"Anti-NATO, Chambrun"
1219	1	"Other"	2318	2113	179	417	"Anti-U.S. mil. aid, Hme. Braun"
1220	1	"Other"	2321	2117	416	181	"NATO passage"
1221	1	"Other"	2400	3028	402	179	"Parl. immunity, paragraphs 1, 2"
1222	1	"Other"	2401	3030	380	179	"Parl. immunity, remainder"
1223	1	"Other"	2402	3031	381	182	"Parl. immunity, o.j. Moro-Giafferi,entirety"
1225	1	"Other"	2437	3320	335	201	"Parl. immunity, o.j. maj."
1227	1	"Other"	2439	3350	270	255	"Parl. immunity, minutes"
1228	1	"Other"	2444	3399	405	179	"Joliet-Curie, interpell., postpone"
1229	1	"Other"	2459	3646	404	180	"Military credits"
1230	1	"Random"	2510	4245	179	366	"Radio budget, chap. 6090, Pierrard amen."
1231	1	"Random"	2579	4833	182	283	"Workers at Michelin factory, urgency,Besset"
1232	1	"Other"	2607	5161	195	352	"Reclassification of civil servants-separate consideration"
1233	1	"Confidence"	2613	5275	230	352	"Reclassification of civil servants,   (Govt. opposed max. demand, and fell)"
1234	1	"Investiture"	2617	5341	363	208	"Queuille"
1235	1	"Confidence"	2618	5365	221	334	"Interp., cabinet composition; govt. fell"
1236	1	"Investiture"	2619	5397	373	185	"Pleven"
1237	1	"Other"	2620	5457	329	224	"Cabinet: postpone some interps."
1238	1	"Other"	2631	5600	316	231	"Exclude subsidy to youth orgs."
1239	1	"Other"	2643	5728	291	292	"Postpone pensions"
1240	1	"Random"	2651	5817	407	181	"National Education budget"
1241	1	"Other"	2676	6052	446	96	"Assembly of French Union, election"
1242	1	"Other"	2819	7038	53	485	"Indo-China, o.j. RPF"
1243	1	"Other"	2820	7039	171	405	"Indo-China, o.j. PCF"
1244	1	"Other"	2821	7041	186	400	"Indo-China, o.j. progressiste"
1245	1	"Other"	2822	7042	349	218	"Indo-China, o.j. maj."
1246	1	"Other"	2824	7096	315	242	"Prolonging of parl. missions , for Naegelen, Algeria"
1247	1	"Other"	2834	7243	343	225	"German rearm., govt. proj."
1248	1	"Other"	2836	7312	385	194	"18.months military service"
1249	1	"Random"	2842	7359	234	361	"Military service bill"
1250	1	"Other"	2850	7371	414	185	"Military education"
1251	1	"Other"	2856	7562	451	95	"Petain release: reject Terrencire moti"
1252	1	"Random"	2860	7605	176	408	"Vichy amnesty, Toujas amend."
1253	1	"Other"	2884	7758	354	183	"O.J. favoring Council of Europe"
1254	1	"Random"	2903				""
1255	1	"Other"	2928				""
1256	1	"Other"	2945				""
1258	1	"Random"	2960				""
1259	1	"Other"	2985				""
1260	1	"Random"	2993				""
1261	1	"Random"	3003				""
1262	1	"Other"	3023				""
1263	1	"Other"	3054				""
1264	1	"Other"	3118				""
1265	1	"Other"	3138				""
1266	1	"Other"	3160				""
1267	1	"Other"	3176				""
1268	1	"Other"	3202				""
1269	1	"Other"	3204				""
1270	1	"Other"	3205				""
1271	1	"Other"	3206				""
1272	1	"Other"	3221				""
1273	1	"Other"	3236				""
1274	1	"Other"	3254				""
1275	1	"Other"	3255				""
1276	1	"Other"	3256				""
1277	1	"Other"	3270				""
1278	1	"Other"	3290	628	173	208	"Press properties, m. prPCF"
1279	1	"Other"	3324	875	397	182	"Postpone interp. on Fr.-U.S.rels."
1280	1	"Other"	3372	1275	409	181	"Budget, Ministry of Justice"
1281	1	"Other"	3399	1540	89	476	"Electoral law, Barrachin:list, majority.runoff"
1282	1	"Other"	3400	1542	236	327	"El. law, Barrachin (2): list; PR and.alliances on runoff"
1283	1	"Other"	3402	1558	181	417	"El. law, Aragon:PR, single name."
1284	1	"Other"	3403	1559	181	417	"El. law,'PCF: PR, regional remainders"
1285	1	"Other"	3404	1582	229	329	"El. law, Chevallier:scrutin d'arrondissement"
1286	1	"Other"	3405	1584	237	325	"El. law, Rigal: list,runoff"
1287	1	"Other"	3406	1585	262	295	"El. law, Delachenal:list,alliance,one ballot"
1288	1	"Other"	3407	1599	60	485	"El.law, P. Andre:list, majority, alliance"
1289	1	"Other"	3417	1661	394	183	"Budget, Ministry of interior"
1290	1	"Confidence"	3419	1694	243	216	"Electoral law: govt. text"
1291	1	"Other"	3425	1735	295	311	"El. law: single ballot (Delachenal)"
1293	1	"Investiture"	3427	1792	286	259	"Mollet"
1294	1	"Investiture"	3428	1825	359	205	"Queuille"
1295	1	"Other"	3429	1836	389	180	"Postpone interpellations, composition of cabinet"
1296	1	"Other"	3434	1843	317	273	"Agenda: priority to el.law, not econ. and social"
1297	1	"Other"	3453	1977	177	422	"M. pr., Cristofol:discuss prices,salaries, first"
1298	1	"Other"	3454	1979	318	282	"El. law, amend. Delachenal: majority, one ballot"
1299	1	"Other"	3455	1980	299	275	"El. law,, alliances (Delachenal, Viard,Roques)"
1300	1	"Other"	3462	2016	292	245	"El. law, Montel: ticket-splitting"
1301	1	"Other"	3470	2072	289	180	"Budget, civil aviation"
1302	1	"Other"	3480	2169	177	417	"M. pr., Guerin:discuss Paris transpor before el. law"
1303	1	"Other"	3481	2170	241	348	"El. law, amend. Barrachin:national.alliances"
1304	1	"Other"	3486	2178	225	336	"El. law, amend. Bonnefous:departmental alliances"
1305	1	"Other"	3489	2182	279	293	"El. law, text, art. 6"
1306	1	"Other"	3505	2271	277	303	"Compensation to lay teachers in private schools"
1307	1	"Other"	3508	2274	414	180	"Budget, Ministry of.Labor"
1308	1	"Other"	3518	2321	374	184	"Provisional 1/12, civil budget"
1309	1	"Other"	3544	2385	310	290	"El. law, Algeria"
1310	1	"Other"	3554	2503	379	180	"Military budget, Provisional 1/12"
1311	1	"Other"	3564	2518	285	278	"El. law for Seine-et-Oise (PR)"
1312	1	"Other"	3569	2525	183	413	"El. law,postpone debate"
1313	1	"Other"	3571	2528	537	26	"El. law:Hugues, Roques, Weill-Reynal(ticket-splitting, pref. vote"
1314	1	"Other"	3573	2531	541	27	"El. law: Hugues, Roques, Weill-Reyrial"
1315	1	"Other"	3579	2540	404	183	"Provisional budget, entirety, afterSenate"
1316	1	"Other"	3590	2557	458	134	"Compulsory electoral registration(Theetten)"
1317	1	"Other"	3594	2563	412	184	"El. law, Minjoz amend.:eligibility of those convicte"
1318	1	"Other"	3596	2566	392	183	"Juglas, application of el. law to overseas territories"
1319	1	"Other"	3598	2569	409	183	"Postpone scrutin public la tribune"
1320	1	"Other"	3614	2692	230	167	"Overseas budget:Frederic-Dupont amend."
1321	1	"Other"	3616	2721	377	218	"Overseas budget:change o.j."
1322	1	"Other"	3618	2747	263	251	"Electoral law"
1323	1	"Random"	3661	2991	179	382	"Budget agric., art. 10, Tricart amend."
1324	1	"Confidence"	3732	3437	311	240	"Postpone interpellations, gen. policy"
1325	1	"Confidence"	3837	4024	320	240	"May 8 as nat. holiday, adjourn debate"
1326	1	"Confidence"	3838	4025	350	198	"Overseas labor code"
1327	1	"Confidence"	3839	4027	320	243	"Salary zones, adjourn debate"
1328	1	"Confidence"	3840	4028	344	195	"Eviction of tenants, adjourn debate"
1329	1	"Other"	3842	4031	393	180	"Overseas budget, entire bill"
1330	1	"Other"	3846	4055	257	344	"El. law, amend.:single name, runoff"
1331	1	"Other"	3847	4056	297	286	"El. law, initial text"
1332	1	"Other"	3849	4090	292	252	"El. law, art. 1"
1333	1	"Other"	3856	4131	308	270	"El. law, entirety, 2d reading"
1334	1	"Other"	3862	4176	179	408	"Eviction of tenants, Toujas amend."
1335	1	"Other"	3870	4214	180	403	"El. law, Mercier amend., art. 17 bis,for Seine-et-Oise"
1336	1	"Other"	3871	4216	244	345	"El. law, Bruyneel:scrutin d'arrondissement"
1337	1	"Other"	3872	4217	177	412	"El. law, Ginestet amend. (PR)"
1338	1	"Other"	3873	4219	244	326	"El. law, Ginestet amend.: no alliances"
1339	1	"Other"	3874	4220	332	245	"El. law: maj. vote, single ballot"
1340	1	"Other"	3883	4234	356	237	"El. law: Simonnet amend., suppress 5% reqt. for allied lists"
1341	1	"Other"	3885	4237	389	198	"Partial elections: maj., runoff"
1342	1	"Other"	3901	4261	183	414	"Postpone q.c. to May 1"
1343	1	"Other"	3923	4390	464	112	"Overseas labor code"
1344	1	"Confidence"	3924	4404	339	251	"El. reform bill, entirety"
1345	1	"Other"	3958	4559	420	180	"Postal budget"
1346	1	"Other"	3967	4607	418	180	"Budget, public health"
1347	1	"Other"	4006	4794	173	308	"Postpone q.c. to May 8"
1348	1	"Confidence"	4007	4795	352	183	"Electoral law"
1349	1	"Other"	4008	4797	332	248	"Electoral law"
1350	1	"Random"	4014	4821	181	373	"Agric. credit payment, Paumier disj."
1351	1	"Other"	4042	4943	394	181	"Budget, economies"
1352	1	"Other"	4043	4945	395	180	"Budget, investments"
1353	1	"Confidence"	4046	4970	410	187	"Date of elections"
1354	1	"Other"	4047	4971	378	215	"Bill ending term of Assembly"
1355	1	"Random"	4054	5013	179	315	"additional family agr. tax"
1356	1	"Confidence"	4062	5096	362	219	"Date of election"
1357	1	"Random"	4071	5213	417	34	"Veterans budget, Ch.1000, Chenrier.amend"
1358	1	"Random"	4087	5300	325	253	"Budget, agr. family payments"
1359	1	"Other"	4115	5478	409	180	"Military budget"
1360	1	"Other"	4131	5580	289	180	"Private schools, tax exemption"
1361	1	"Other"	4164	5790	351	180	"Electoral law overseas"
1362	1	"Other"	4168	5796	306	180	"Finance law (including private school exemption) needs 311 because is 2nd readin"
1363	1	"Other"	4172	5802	182	181	"Finance law, minus the above art."
1364	1	"Other"	4173	5803	306	286	"Finance law, removal of art., after Senate"
1365	1	"Other"	4174	5805	243	207	"Finance law, passage"
2001	2	"Other"	1	5940	208	375	"Nomination coms.,--met. adjourn"
